[2025-04-30T16:08:02.717Z] 开始处理OPML文件: public/data/2025-04-28T11-12-33-489Z-__.opml
[2025-04-30T16:08:02.725Z] 开始解析OPML文件: public/data/2025-04-28T11-12-33-489Z-__.opml
[2025-04-30T16:08:02.999Z] OPML文件解析成功，开始构建知识树
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
处理节点: 标题=''
[2025-04-30T16:08:03.108Z] 知识树构建完成，共有 4 个顶级节点
[2025-04-30T16:08:03.122Z] 知识树已保存至: public/data/2025-04-28T11-12-33-489Z-__.json
[2025-04-30T16:08:03.122Z] OPML处理完成，共解析 3325 个节点
{
  "success": true,
  "filePath": "public/data/2025-04-28T11-12-33-489Z-__.opml",
  "outputPath": "public/data/2025-04-28T11-12-33-489Z-__.json",
  "nodeCount": 3325,
  "tree": [
    {
      "id": "ou6dxratg",
      "level": 1,
      "title": "",
      "children": [
        {
          "id": "824erpixx",
          "level": 2,
          "title": "",
          "children": [
            {
              "id": "yqwkkyk4o",
              "level": 3,
              "title": "",
              "children": [
                {
                  "id": "cxtcly9bq",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "saevbirpc",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "lxvjzpt32",
                          "level": 6,
                          "title": "",
                          "children": []
                        }
                      ]
                    },
                    {
                      "id": "43umrvcwh",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "z43xvn034",
                          "level": 6,
                          "title": "",
                          "children": []
                        }
                      ]
                    }
                  ]
                },
                {
                  "id": "q54bc1lty",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "xi9ayhuyq",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "aghk59las",
                      "level": 5,
                      "title": "",
                      "children": []
                    }
                  ]
                },
                {
                  "id": "q1o88uw2b",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "lybkiswxb",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "hb0z64eb3",
                          "level": 6,
                          "title": "",
                          "children": []
                        }
                      ]
                    },
                    {
                      "id": "c6jtkwk3x",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "i6stobuzv",
                          "level": 6,
                          "title": "",
                          "children": []
                        }
                      ]
                    }
                  ]
                }
              ]
            },
            {
              "id": "72auhyo9u",
              "level": 3,
              "title": "",
              "children": [
                {
                  "id": "qfr77xdcl",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "1tyvxj3vt",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "n7wka4b58",
                      "level": 5,
                      "title": "",
                      "children": []
                    }
                  ]
                },
                {
                  "id": "9ekfoe2t7",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "cmqpgh5cp",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "w0y134t0l",
                      "level": 5,
                      "title": "",
                      "children": []
                    }
                  ]
                }
              ]
            },
            {
              "id": "m476noy29",
              "level": 3,
              "title": "",
              "children": [
                {
                  "id": "a1bvesqg0",
                  "level": 4,
                  "title": "",
                  "children": []
                },
                {
                  "id": "wefq270za",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "1bhjjme34",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "et42yzl7d",
                      "level": 5,
                      "title": "",
                      "children": []
                    }
                  ]
                },
                {
                  "id": "jkei11uh0",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "0apgfcfs1",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "nzlfkict5",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "f12y2eaao",
                          "level": 6,
                          "title": "",
                          "children": []
                        }
                      ]
                    }
                  ]
                }
              ]
            },
            {
              "id": "t6gv40968",
              "level": 3,
              "title": "",
              "children": [
                {
                  "id": "tqp4d1hqv",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "qd6vsgleq",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "muvlzdaps",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "mh87djm3x",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "0b9rxbfd4",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "3kxmkiyy3",
                      "level": 5,
                      "title": "",
                      "children": []
                    }
                  ]
                },
                {
                  "id": "0o0bx45ru",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "58i8l8mld",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "6ilij3duq",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "p1dl43h2m",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "ipwbviuy4",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "afeygbg91",
                      "level": 5,
                      "title": "",
                      "children": []
                    }
                  ]
                },
                {
                  "id": "nq77hmi1x",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "eyfzysd8x",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "liy114kdq",
                          "level": 6,
                          "title": "",
                          "children": []
                        }
                      ]
                    },
                    {
                      "id": "lydqt6dvt",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "770p23gfm",
                      "level": 5,
                      "title": "",
                      "children": []
                    }
                  ]
                },
                {
                  "id": "ji5t75e0r",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "a5wo1nygv",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "7awywe8qi",
                      "level": 5,
                      "title": "",
                      "children": []
                    }
                  ]
                },
                {
                  "id": "51isekobg",
                  "level": 4,
                  "title": "",
                  "children": []
                },
                {
                  "id": "h384kpvum",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "58gmdnnyu",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "w31r40qou",
                          "level": 6,
                          "title": "",
                          "children": []
                        },
                        {
                          "id": "rxtln7wyv",
                          "level": 6,
                          "title": "",
                          "children": []
                        },
                        {
                          "id": "iohlixmwg",
                          "level": 6,
                          "title": "",
                          "children": []
                        },
                        {
                          "id": "4blpbkt2w",
                          "level": 6,
                          "title": "",
                          "children": []
                        },
                        {
                          "id": "ywju7oe0h",
                          "level": 6,
                          "title": "",
                          "children": []
                        }
                      ]
                    },
                    {
                      "id": "i63qsxa6r",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "27dzjc7ah",
                          "level": 6,
                          "title": "",
                          "children": []
                        },
                        {
                          "id": "b13plvfcs",
                          "level": 6,
                          "title": "",
                          "children": []
                        },
                        {
                          "id": "berf4ufsk",
                          "level": 6,
                          "title": "",
                          "children": []
                        }
                      ]
                    },
                    {
                      "id": "d43kpzoj1",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "ocmdpimv6",
                          "level": 6,
                          "title": "",
                          "children": []
                        },
                        {
                          "id": "pwjq6s67d",
                          "level": 6,
                          "title": "",
                          "children": []
                        }
                      ]
                    }
                  ]
                }
              ]
            }
          ]
        },
        {
          "id": "rkr6aug17",
          "level": 2,
          "title": "",
          "children": [
            {
              "id": "kwy0drm3s",
              "level": 3,
              "title": "",
              "children": [
                {
                  "id": "y3zhpiajh",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "c6wweshoe",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "0bhxxr2i6",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "rki4hey5h",
                          "level": 6,
                          "title": "",
                          "children": []
                        }
                      ]
                    }
                  ]
                },
                {
                  "id": "hs6gig0fv",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "1a6ugh3ny",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "bic5h9253",
                          "level": 6,
                          "title": "",
                          "children": []
                        },
                        {
                          "id": "fivdczqmp",
                          "level": 6,
                          "title": "",
                          "children": [
                            {
                              "id": "d9dzae182",
                              "level": 7,
                              "title": "",
                              "children": []
                            },
                            {
                              "id": "mns4kaycs",
                              "level": 7,
                              "title": "",
                              "children": []
                            }
                          ]
                        }
                      ]
                    },
                    {
                      "id": "qb0v58ggl",
                      "level": 5,
                      "title": "",
                      "children": []
                    }
                  ]
                },
                {
                  "id": "frhfzonpu",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "xsaf4pyr6",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "5d7x5y5y4",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "iw2nqussu",
                          "level": 6,
                          "title": "",
                          "children": []
                        },
                        {
                          "id": "6k5i3pev4",
                          "level": 6,
                          "title": "",
                          "children": []
                        }
                      ]
                    }
                  ]
                }
              ]
            }
          ]
        },
        {
          "id": "oxzn1cjdp",
          "level": 2,
          "title": "",
          "children": [
            {
              "id": "y6q99z67q",
              "level": 3,
              "title": "",
              "children": []
            },
            {
              "id": "bdx97mc9a",
              "level": 3,
              "title": "",
              "children": [
                {
                  "id": "888ty79zu",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "fzy7i5skd",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "p6spvwc3e",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "betyua0cw",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "fj88clna5",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "lxhqcolc0",
                      "level": 5,
                      "title": "",
                      "children": []
                    }
                  ]
                },
                {
                  "id": "ne2vra52b",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "yjefo5jjp",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "9hgnqll5t",
                          "level": 6,
                          "title": "",
                          "children": []
                        }
                      ]
                    }
                  ]
                }
              ]
            },
            {
              "id": "u5qixeg2t",
              "level": 3,
              "title": "",
              "children": []
            },
            {
              "id": "s1do3py7l",
              "level": 3,
              "title": "",
              "children": []
            },
            {
              "id": "ptu53lcmb",
              "level": 3,
              "title": "",
              "children": []
            },
            {
              "id": "ownben8jt",
              "level": 3,
              "title": "",
              "children": [
                {
                  "id": "b6lz5wz3k",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "43nqm65ek",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "nu2cnl46u",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "hoboah66o",
                      "level": 5,
                      "title": "",
                      "children": []
                    }
                  ]
                }
              ]
            },
            {
              "id": "8jfsrurc2",
              "level": 3,
              "title": "",
              "children": []
            }
          ]
        },
        {
          "id": "qmd3v55us",
          "level": 2,
          "title": "",
          "children": [
            {
              "id": "gb7xcfrjm",
              "level": 3,
              "title": "",
              "children": [
                {
                  "id": "msfcq4fw4",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "5t7g74kn9",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "yftakjmde",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "a8kzvvg9m",
                          "level": 6,
                          "title": "",
                          "children": [
                            {
                              "id": "s1qnv2d1w",
                              "level": 7,
                              "title": "",
                              "children": []
                            },
                            {
                              "id": "45321b280",
                              "level": 7,
                              "title": "",
                              "children": []
                            },
                            {
                              "id": "uox93jpqw",
                              "level": 7,
                              "title": "",
                              "children": []
                            },
                            {
                              "id": "vn0br3vt4",
                              "level": 7,
                              "title": "",
                              "children": []
                            }
                          ]
                        },
                        {
                          "id": "ackxpb391",
                          "level": 6,
                          "title": "",
                          "children": [
                            {
                              "id": "o4lto2ms5",
                              "level": 7,
                              "title": "",
                              "children": []
                            },
                            {
                              "id": "z4rck1ry0",
                              "level": 7,
                              "title": "",
                              "children": []
                            },
                            {
                              "id": "4ntpszsba",
                              "level": 7,
                              "title": "",
                              "children": []
                            }
                          ]
                        }
                      ]
                    }
                  ]
                },
                {
                  "id": "tztltfuou",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "56bobguch",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "ijijm58yi",
                          "level": 6,
                          "title": "",
                          "children": []
                        }
                      ]
                    },
                    {
                      "id": "72cdp4wxr",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "1ummxv6s5",
                          "level": 6,
                          "title": "",
                          "children": []
                        }
                      ]
                    }
                  ]
                }
              ]
            },
            {
              "id": "8htvn5flg",
              "level": 3,
              "title": "",
              "children": []
            },
            {
              "id": "zdb5zppgd",
              "level": 3,
              "title": "",
              "children": []
            },
            {
              "id": "h4yt6tc8e",
              "level": 3,
              "title": "",
              "children": []
            },
            {
              "id": "4uhxf36dm",
              "level": 3,
              "title": "",
              "children": []
            },
            {
              "id": "xlqs9bivg",
              "level": 3,
              "title": "",
              "children": [
                {
                  "id": "xenw6yumz",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "lp5yrs82p",
                      "level": 5,
                      "title": "",
                      "children": []
                    }
                  ]
                },
                {
                  "id": "3xd7boc95",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "i989howpp",
                      "level": 5,
                      "title": "",
                      "children": []
                    }
                  ]
                },
                {
                  "id": "qvp3c7ldu",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "kl7t6xsqt",
                      "level": 5,
                      "title": "",
                      "children": []
                    }
                  ]
                }
              ]
            },
            {
              "id": "jqexk4vy1",
              "level": 3,
              "title": "",
              "children": [
                {
                  "id": "xldmkk5sp",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "aomhg5td5",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "id0j1z2vk",
                          "level": 6,
                          "title": "",
                          "children": []
                        }
                      ]
                    },
                    {
                      "id": "x473am2vj",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "agrvyx2qt",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "liwixx41j",
                          "level": 6,
                          "title": "",
                          "children": []
                        }
                      ]
                    }
                  ]
                },
                {
                  "id": "4rfad65d3",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "77x9nb6kl",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "xfv7xcjgf",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "5mozvk8ed",
                      "level": 5,
                      "title": "",
                      "children": []
                    }
                  ]
                },
                {
                  "id": "w24t25aeg",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "br551edsv",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "0zfjc0u9w",
                      "level": 5,
                      "title": "",
                      "children": []
                    },
                    {
                      "id": "ieoxn7yda",
                      "level": 5,
                      "title": "",
                      "children": []
                    }
                  ]
                }
              ]
            }
          ]
        }
      ]
    },
    {
      "id": "2osmlts8o",
      "level": 1,
      "title": "",
      "children": [
        {
          "id": "ee0bs5l1s",
          "level": 2,
          "title": "",
          "children": [
            {
              "id": "n3nv88ezj",
              "level": 3,
              "title": "",
              "children": [
                {
                  "id": "qbfz77i3r",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "gdj5tic6k",
                      "level": 5,
                      "title": "",
                      "children": []
                    }
                  ]
                },
                {
                  "id": "6xsmqbu20",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "uhnwer809",
                      "level": 5,
                      "title": "",
                      "children": []
                    }
                  ]
                }
              ]
            },
            {
              "id": "4ad8my72k",
              "level": 3,
              "title": "",
              "children": [
                {
                  "id": "sxgk51tb1",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "ynzxv3ejd",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "c0x1p0qp0",
                          "level": 6,
                          "title": "",
                          "children": []
                        },
                        {
                          "id": "ohln2kw6r",
                          "level": 6,
                          "title": "",
                          "children": []
                        }
                      ]
                    },
                    {
                      "id": "4ey9itw9r",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "thj75d7sh",
                          "level": 6,
                          "title": "",
                          "children": [
                            {
                              "id": "afq6pr1o3",
                              "level": 7,
                              "title": "",
                              "children": []
                            }
                          ]
                        },
                        {
                          "id": "r4yhx32r7",
                          "level": 6,
                          "title": "",
                          "children": []
                        }
                      ]
                    },
                    {
                      "id": "ljo81e3aw",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "vkk8afc8p",
                          "level": 6,
                          "title": "",
                          "children": []
                        }
                      ]
                    }
                  ]
                },
                {
                  "id": "pa5w64pe6",
                  "level": 4,
                  "title": "",
                  "children": [
                    {
                      "id": "n4qbmbgo7",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "sjp16mcj7",
                          "level": 6,
                          "title": "",
                          "children": []
                        },
                        {
                          "id": "x3ft9hwoy",
                          "level": 6,
                          "title": "",
                          "children": [
                            {
                              "id": "mtu6em40y",
                              "level": 7,
                              "title": "",
                              "children": []
                            }
                          ]
                        },
                        {
                          "id": "wu9bv7vln",
                          "level": 6,
                          "title": "",
                          "children": [
                            {
                              "id": "ge7xzpbg7",
                              "level": 7,
                              "title": "",
                              "children": [
                                {
                                  "id": "hy7ik48yv",
                                  "level": 8,
                                  "title": "",
                                  "children": []
                                }
                              ]
                            },
                            {
                              "id": "v92a3q4w2",
                              "level": 7,
                              "title": "",
                              "children": [
                                {
                                  "id": "vl1hhv7o7",
                                  "level": 8,
                                  "title": "",
                                  "children": []
                                }
                              ]
                            },
                            {
                              "id": "6728vd3xp",
                              "level": 7,
                              "title": "",
                              "children": [
                                {
                                  "id": "nswv1x72k",
                                  "level": 8,
                                  "title": "",
                                  "children": []
                                },
                                {
                                  "id": "7exqbtl4g",
                                  "level": 8,
                                  "title": "",
                                  "children": []
                                }
                              ]
                            },
                            {
                              "id": "zdpt3w6qp",
                              "level": 7,
                              "title": "",
                              "children": [
                                {
                                  "id": "ie3jvalsn",
                                  "level": 8,
                                  "title": "",
                                  "children": []
                                }
                              ]
                            }
                          ]
                        }
                      ]
                    },
                    {
                      "id": "g84cmto71",
                      "level": 5,
                      "title": "",
                      "children": [
                        {
                          "id": "9c61bqxa1",
                          "level": 6,
                          "title": "",
                          "children": [
                            {
                              "id": "iztsig2wh",
                              "level": 7,
                              "title": "",
                              "children": []
                            }
                          ]
                        },
                        {
                          "id": "sizy7e19v",
                          "level": 6,
                          "title": "",
                          "children": [
                            {
                              "id": "x8csh0q9w",
                              "level": 7,
                              "title": "",
                              "children": [
                                {
                                  "id": "z19yf2d21",
                                  "level": 8,
                                  "title": "",
                                  "children": []
                                }
                              ]
                            },
                            {
                              "id": "7w0u77qwq",
                              "level": 7,
                              "title": "",
                              "children": [
                                {
                                  "id": "ujyjxk0r7",
                                  "level": 8,
                                  "title": "",
                                  "children": []
                                }
                              ]
                            },
                            {
                              "id": "6pjumizcs",
                              "level": 7,
                              "title": "",
                              "children": [
                                {
                                  "id": "fd9z9gf3p",
                                  "level": 8,
                                  "title": "",
                                  "children": []
                                }
                              ]
                            },
                            {
                              "id": "r8fr8i4fy",
                              "level": 7,
                              "title": "",
                              "children": [
                                {
                                  "id": "iuoch28nl",
                                  "level": 8,
                                  "title": "",
                                  "children": []
                                },
                                {
                                  "id": "ui1l60062",
                                  "level": 8,
                                  "title": "",
                                  "children": []
                                }
                              ]
                            }
                          ]
                        },
                        {
                          "id": "0qfb3jbr3",
                          "level": 6,
                          "title": "",
                          "children": [
                            {
                              "id": "gm3ddur8r",
                              "level": 7,
                              "title": "",
                              "children": []
                            },
                            {
                              "id": "2hfp0amwm",
                              "level": 7,
                              "title": "",
                              "children": []
                            }
                          ]
                        },
                        {
                          "id": "bfj9zuoox",
                          "level": 6,
                          "title": "",
                          "children": [
                            {
                              "id": "8x861ns8y",
                              "level": 7,
                              "title": "",
                              "children": []
                            },
                            {
                              "id": "tb79kf240",
                              "level": 7,
                              "title": "",
                              "children": [
                                {
                                  "id": "vditajf98",
                                  "level": 8,
                                  "title": "",
                                  "children": []
                                }
                              ]
                            },
                            {
                              "id": "786myrqoh",
                              "level": 7,
                              "title": "",
                              "children": []
                            },
                            {
                              "id": "1buhbfvv1",
                              "level": 7,
                              "title": "",
                              "children": [
                                {
                                  "id": "ismel5wad",
                                  "level": 8,
                                  "title": "",
                                  "children": []
                                }
                              ]
                            },
                            {
                              "id": "v59h8v461",
                              "level": 7,
                              "title": "",
                              "children": [
                                {
                                  "id": "3kwnh7wy3",
                                  "level": 8,
                                  "title": "",
